Date,Algoritmo Genético,Markowitz,IBOV
2023-07-19,0.9853972941498994,1.3520539905437854,0.02050525219203103
2023-07-20,0.9870288855997269,1.3463131523261986,0.025115027346124474
2023-07-21,1.0193571066967566,1.3898320793385537,0.043640941053911586
2023-07-24,1.0535203733388978,1.440868710855844,0.0534074138380074
2023-07-25,1.0535103726369535,1.44034658173896,0.05918916572619226
2023-07-26,1.064792228373431,1.449011703886916,0.06398124837225527
2023-07-27,1.024848642835929,1.3951040472041565,0.041670283878809666
2023-07-28,1.048674220990153,1.425208205330733,0.04338050177966912
2023-07-31,1.0864438947646922,1.4770015270509913,0.05862488063200022
2023-08-01,1.0804233195889066,1.47198935139836,0.05259137077871445
2023-08-02,1.0785987181009085,1.4673616828701581,0.049214341522702654
2023-08-03,1.0879605227189395,1.473195321632287,0.04684434412709537
